#  transverse momentum of top-antitop system
#
#  PARAMETERS:
#  -----------
#  PDFSETNAME =  CT10nlo
#  PDFSETTYPE =  1
#  PDFSUBSET =  0
#  N_ITERATIONS =  10
#  N_EVALUATIONS =  10000000
#  sqrt(Shad) =  8000
#  alphas(265 GeV) =  0.101692759638129
#  mt =  173.34
#  mphi1 =  550
#  mphi2 =  510
#  wphi1 =  37.89
#  wphi2 =  55.11
#  at1 =  1.4286
#  at2 =  0
#  bt1 =  0
#  bt2 =  1.4286
#
#  COLUMNS:
#  --------
#   1. lower bin bound [GeV]
#
#   2. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 265 GeV
#   3. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 132.5 GeV
#   4. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 530 GeV
#
#   5. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 265 GeV
#   6. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 132.5 GeV
#   7. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 530 GeV
#
#   8. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 265 GeV
#   9. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 132.5 GeV
#  10. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 530 GeV
#
#  11. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 265 GeV
#  12. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 132.5 GeV
#  13. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 530 GeV
#
#  14. NLO-2HDM without interference [pb/GeV] @ mu = 265 GeV
#  15. NLO-2HDM without interference [pb/GeV] @ mu = 132.5 GeV
#  16. NLO-2HDM without interference [pb/GeV] @ mu = 530 GeV
#
#  17. NLO-2HDM with interference [pb/GeV] @ mu = 265 GeV
#  18. NLO-2HDM with interference [pb/GeV] @ mu = 132.5 GeV
#  19. NLO-2HDM with interference [pb/GeV] @ mu = 530 GeV
#
#  20. LO-QCD [pb/(binsize x GeV)] @ mu = 265 GeV
#  21. LO-QCD [pb/(binsize x GeV)] @ mu = 132.5 GeV
#  22. LO-QCD [pb/(binsize x GeV)] @ mu = 530 GeV
#
#  23. NLO-QCDW [pb/(binsize x GeV)] @ mu = 265 GeV
#  24. NLO-QCDW [pb/(binsize x GeV)] @ mu = 132.5 GeV
#  25. NLO-QCDW [pb/(binsize x GeV)] @ mu = 530 GeV
#
0	0.0101347913774622	0.0135874749919234	0.00772569646600902	0.00325585600213456	0.00407007704999614	0.00263091880445894	0.00418061847471277	0.00561768751917625	0.00318055584405561	0.00756808771244544	0.00982865194499715	0.0059273418219803	0.00157334	0.000548641	0.00195651	0.00547476	0.00529488	0.00528452	121.61459815217114	160.04203919247510	94.329989550087873	24.078230456967354	-11.283768445998096	40.111429994543705
50	0	0	0	0	0	0	0	0	0	0	0	0	0.00143519	0.00214962	0.000990434	0.00191104	0.00276543	0.00135767	0.0000000000000000	0.0000000000000000	0.0000000000000000	26.821452033469861	39.656564624364819	18.726731667681356
100	0	0	0	0	0	0	0	0	0	0	0	0	0.000545521	0.000821352	0.000374787	0.000613121	0.000893026	0.000433747	0.0000000000000000	0.0000000000000000	0.0000000000000000	9.6478190664982719	14.391723756449865	6.6884725490160939
150	0	0	0	0	0	0	0	0	0	0	0	0	0.00027591	0.00041778	0.000188632	0.000263895	0.000386131	0.000185867	0.0000000000000000	0.0000000000000000	0.0000000000000000	4.4400985575161220	6.6736377127785245	3.0587179897046757
200	0	0	0	0	0	0	0	0	0	0	0	0	0.000159585	0.000243021	0.000108565	0.000139112	0.000205242	9.72016e-05	0.0000000000000000	0.0000000000000000	0.0000000000000000	2.2894754508242516	3.4671101208629587	1.5626856775205109
250	0	0	0	0	0	0	0	0	0	0	0	0	9.90686e-05	0.000151707	6.70787e-05	7.66716e-05	0.000114024	5.32553e-05	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.2556518748886989	1.9190395050015816	0.85242992427522113
300	0	0	0	0	0	0	0	0	0	0	0	0	6.36991e-05	9.81044e-05	4.29432e-05	4.42157e-05	6.60863e-05	3.06068e-05	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.71531303616162156	1.0995803017873174	0.48314517269165969
350	0	0	0	0	0	0	0	0	0	0	0	0	4.2274e-05	6.5431e-05	2.8334e-05	2.77154e-05	4.16825e-05	1.90096e-05	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.41853733850221442	0.64881920217040634	0.28067258179376631
400	0	0	0	0	0	0	0	0	0	0	0	0	2.86028e-05	4.45915e-05	1.90753e-05	1.76675e-05	2.67869e-05	1.20578e-05	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.25313802722213591	0.39389549993410977	0.16915705948964660
450	0	0	0	0	0	0	0	0	0	0	0	0	1.96619e-05	3.07927e-05	1.30531e-05	1.18303e-05	1.80972e-05	8.01665e-06	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.15512373665379861	0.24465007977166869	0.10282133503408118
														
