 For LHC 13 TeV
 For Scenerio III, mu=(m2+m3)/4
 The 3rd column is for m_tt bin,[   350.00000000000000        500.00000000000000      ]
 The 34th column is for m_tt bin,[   500.00000000000000        650.00000000000000      ]

 ===========================================
 For the rapidty of top Y_t
 The first two column is for Y_t bin
  -100.00000000000000       -3.0000000000000000       0.82953237069092345       0.57466049915644124     
  -3.0000000000000000       -2.5000000000000000        3.9977158517197982        2.3428152886063964     
  -2.5000000000000000       -2.0000000000000000        12.012472397426748        5.3925585065985544     
  -2.0000000000000000       -1.5000000000000000        22.731646528163012        10.184213372482262     
  -2.5000000000000000       -1.0000000000000000        35.871696376864634        15.846482794796877     
  -1.0000000000000000      -0.50000000000000000        47.033373088545034        20.879320381742176     
 -0.50000000000000000        0.0000000000000000        53.351681415467453        23.756715694743214     
   0.0000000000000000       0.50000000000000000        52.829543765928065        24.107284054828789     
  0.50000000000000000        1.0000000000000000        46.571381544842126        20.956762556242751     
   1.0000000000000000        1.5000000000000000        35.112160015328186        16.101503334883226     
   1.5000000000000000        2.0000000000000000        22.737017366029235        10.572749256349436     
   2.0000000000000000        2.5000000000000000        11.598607343825080        5.6534929573531514     
   2.5000000000000000        3.0000000000000000        4.1905051246736402        2.2925699462814899     
   3.0000000000000000        100.00000000000000       0.81589904507662059       0.59685328356580003     

 ===========================================
 For Cos\theta_CS
 The first two column is for Cos\theta_CS bin
  -1.0000000000000000      -0.90000003600000000        26.111549772549793        19.280722929643176     
 -0.90000003600000000      -0.80000001200000004        22.617301422034338        13.729207296600169     
 -0.80000001200000004      -0.69999998799999996        20.314232632704936        10.265721170689368     
 -0.69999998799999996      -0.60000002399999997        17.710819514916501        7.9963433737035743     
 -0.60000002399999997      -0.50000000000000000        16.634933814993552        6.4339490632347918     
 -0.50000000000000000      -0.40000000600000002        16.871280467796318        5.3431731566135028     
 -0.40000000600000002      -0.30000001199999998        14.621074720467043        4.6630527198144449     
 -0.30000001199999998      -0.20000000300000001        14.210255458068985        4.1188811421539580     
 -0.20000000300000001      -0.10000000100000001        13.541926067953824        3.9087027521628634     
 -0.10000000100000001        0.0000000000000000        13.424825804866295        3.7467209803352972     
   0.0000000000000000       0.10000000100000001        13.244618125770231        3.7748967483112050     
  0.10000000100000001       0.20000000300000001        13.644608081709194        3.8718211988703786     
  0.20000000300000001       0.30000001199999998        13.949659508150901        4.1990559486916510     
  0.30000001199999998       0.40000000600000002        14.320034647636817        4.8049545155779469     
  0.40000000600000002       0.50000000000000000        15.375944750472911        5.3709265069093881     
